nodeid,queryhits,uniquequeryhits,receivedrequests,sentrequests,forwardedqueryhits,triedrequests,initializedrequests,search_type,node_count,graph_type
0,16,16,16,0,0,71,213,normalized_flood,6,cluster
1,0,0,33,33,0,0,0,normalized_flood,6,cluster
2,0,0,11,9,0,0,0,normalized_flood,6,cluster
3,0,0,10,9,0,0,0,normalized_flood,6,cluster
4,0,0,14,12,0,0,0,normalized_flood,6,cluster
5,0,0,12,9,0,0,0,normalized_flood,6,cluster
6,0,0,13,12,0,0,0,normalized_flood,6,cluster
7,0,0,14,13,0,0,0,normalized_flood,6,cluster
8,0,0,15,14,0,0,0,normalized_flood,6,cluster
9,0,0,16,15,0,0,0,normalized_flood,6,cluster
10,0,0,8,8,0,0,0,normalized_flood,6,cluster
11,0,0,49,33,16,0,0,normalized_flood,6,cluster
12,0,0,14,8,5,0,0,normalized_flood,6,cluster
13,0,0,15,10,4,0,0,normalized_flood,6,cluster
14,0,0,9,8,1,0,0,normalized_flood,6,cluster
15,0,0,11,9,2,0,0,normalized_flood,6,cluster
16,0,0,13,10,3,0,0,normalized_flood,6,cluster
17,16,0,16,0,16,0,0,normalized_flood,6,cluster
18,0,0,15,12,3,0,0,normalized_flood,6,cluster
19,0,0,18,14,4,0,0,normalized_flood,6,cluster
20,0,0,13,10,3,0,0,normalized_flood,6,cluster
21,0,0,44,44,0,0,0,normalized_flood,6,cluster
22,0,0,15,14,0,0,0,normalized_flood,6,cluster
23,0,0,16,15,0,0,0,normalized_flood,6,cluster
24,0,0,15,15,0,0,0,normalized_flood,6,cluster
25,0,0,20,17,0,0,0,normalized_flood,6,cluster
26,0,0,21,17,0,0,0,normalized_flood,6,cluster
27,0,0,22,21,0,0,0,normalized_flood,6,cluster
28,0,0,17,15,0,0,0,normalized_flood,6,cluster
29,0,0,14,13,0,0,0,normalized_flood,6,cluster
30,0,0,20,20,0,0,0,normalized_flood,6,cluster
31,0,0,37,37,0,0,0,normalized_flood,6,cluster
32,0,0,10,10,0,0,0,normalized_flood,6,cluster
33,0,0,17,17,0,0,0,normalized_flood,6,cluster
34,0,0,16,14,0,0,0,normalized_flood,6,cluster
35,0,0,14,13,0,0,0,normalized_flood,6,cluster
36,0,0,12,11,0,0,0,normalized_flood,6,cluster
37,0,0,13,11,0,0,0,normalized_flood,6,cluster
38,0,0,10,10,0,0,0,normalized_flood,6,cluster
39,0,0,11,11,0,0,0,normalized_flood,6,cluster
40,0,0,12,9,0,0,0,normalized_flood,6,cluster
41,0,0,25,25,0,0,0,normalized_flood,6,cluster
42,0,0,13,12,0,0,0,normalized_flood,6,cluster
43,0,0,9,9,0,0,0,normalized_flood,6,cluster
44,0,0,12,12,0,0,0,normalized_flood,6,cluster
45,0,0,13,11,0,0,0,normalized_flood,6,cluster
46,0,0,11,10,0,0,0,normalized_flood,6,cluster
47,0,0,6,6,0,0,0,normalized_flood,6,cluster
48,0,0,7,6,0,0,0,normalized_flood,6,cluster
49,0,0,12,10,0,0,0,normalized_flood,6,cluster
50,0,0,8,7,0,0,0,normalized_flood,6,cluster
51,0,0,41,41,0,0,0,normalized_flood,6,cluster
52,0,0,19,14,0,0,0,normalized_flood,6,cluster
53,0,0,15,15,0,0,0,normalized_flood,6,cluster
54,0,0,16,16,0,0,0,normalized_flood,6,cluster
55,0,0,19,17,0,0,0,normalized_flood,6,cluster
56,0,0,14,11,0,0,0,normalized_flood,6,cluster
57,0,0,15,14,0,0,0,normalized_flood,6,cluster
58,0,0,18,17,0,0,0,normalized_flood,6,cluster
59,0,0,15,15,0,0,0,normalized_flood,6,cluster
60,0,0,17,14,0,0,0,normalized_flood,6,cluster
