nodeid,queryhits,uniquequeryhits,receivedrequests,sentrequests,forwardedqueryhits,triedrequests,initializedrequests,search_type,node_count,graph_type
0,19,19,19,0,0,58,58,normalized_flood,10,tree_with
1,0,0,55,36,19,0,0,normalized_flood,10,tree_with
2,0,0,22,22,0,0,0,normalized_flood,10,tree_with
3,0,0,17,17,0,0,0,normalized_flood,10,tree_with
4,0,0,38,19,19,0,0,normalized_flood,10,tree_with
5,0,0,7,0,0,0,0,normalized_flood,10,tree_with
6,0,0,15,0,0,0,0,normalized_flood,10,tree_with
7,0,0,8,0,0,0,0,normalized_flood,10,tree_with
8,0,0,9,0,0,0,0,normalized_flood,10,tree_with
9,19,0,19,0,19,0,0,normalized_flood,10,tree_with
