NodeID,IsSink,IsSource,QueryHits,ReceivedRequests,SentRequests,ForwardedQueryHits,TriedRequests,InitializedRequests
0,0,1,13,13,0,0,1,6
1,0,0,0,13,4,7,0,0
2,0,0,0,15,6,6,0,0
3,0,0,0,16,6,8,0,0
4,0,0,0,13,6,6,0,0
5,0,0,0,10,3,5,0,0
6,0,0,0,13,6,4,0,0
7,0,0,0,14,6,6,0,0
8,0,0,0,13,6,6,0,0
9,1,0,13,13,0,13,0,0
