QueryHitId, Hops, Seconds
1,1,0.0083456
2,2,0.0125376
3,2,0.0125376
4,3,0.0167424
5,3,0.0167424
6,4,0.02096
7,4,0.02096
8,4,0.0210464
9,5,0.0251904
10,5,0.0252704
11,5,0.0253088
12,5,0.0253504
13,5,0.0254272
