QueryHitId,Hops,Seconds
1,4,0.0217217
2,4,0.0217217
3,5,0.0261044
4,5,0.0261044
5,5,0.0263796
6,6,0.0305
7,6,0.0305
8,7,0.0349083
9,7,0.0349947
10,7,0.0350395
11,7,0.0350747
12,7,0.0351707
13,7,0.0353019
