QueryHitId,Hops,Seconds
1,4,0.0191719
2,4,0.0191719
3,5,0.0230447
4,5,0.0230447
5,5,0.0233199
6,6,0.0269303
7,6,0.0269303
8,7,0.0308287
9,7,0.0309151
10,7,0.0309599
11,7,0.0309951
12,7,0.0310911
13,7,0.0312223
