QueryHitId,Hops,Seconds
1,4,0.0193716
2,4,0.0193716
3,5,0.0232844
4,5,0.0232844
5,5,0.0235596
6,6,0.0272099
7,6,0.0272099
8,7,0.0311482
9,7,0.0312346
10,7,0.0312794
11,7,0.0313146
12,7,0.0314106
13,7,0.0315418
