QueryHitId,Hops,Seconds
1,1,0.00914236
2,2,0.0137327
3,2,0.0138127
4,2,0.0138927
5,2,0.0139727
6,2,0.0140527
7,2,0.0141327
8,2,0.0142127
9,2,0.0142927
10,2,0.0143727
